"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"1013",38,"male","netherlands","na","no","yes","no","often","26-100","yes","yes","no","not sure","no","don't know","don't know","don't know","maybe","maybe","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"1014",38,"male","united states","mn","no","no","yes","sometimes","more than 1000","no","no","yes","yes","yes","yes","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"1015",38,"female","united states","nc","no","yes","yes","sometimes","26-100","no","no","yes","not sure","no","don't know","don't know","don't know","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1016",38,"male","ireland","na","no","yes","yes","sometimes","44201","no","yes","no","no","no","no","no","very difficult","yes","yes","no","no","no","no","no","no",1970-01-01,"11:37:59"
"1017",38,"male","united states","mi","no","no","no","never","26-100","no","yes","yes","yes","no","no","don't know","somewhat easy","maybe","no","some of them","yes","no","maybe","no","yes",1970-01-01,"11:37:59"
"1018",38,"male","united states","il","no","no","no","never","more than 1000","yes","yes","no","yes","no","no","no","very difficult","yes","yes","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1019",38,"male","united kingdom","na","no","yes","no","na","500-1000","no","no","yes","yes","yes","yes","don't know","somewhat easy","no","no","some of them","yes","no","maybe","no","no",1970-01-01,"11:37:59"
"1020",38,"male","united states","wa","no","yes","yes","sometimes","100-500","no","yes","no","not sure","no","no","don't know","very difficult","yes","yes","no","some of them","no","maybe","no","no",1970-01-01,"11:37:59"
"1021",38,"male","united kingdom","na","yes","yes","yes","rarely","44201","yes","no","no","no","no","no","yes","very difficult","maybe","no","no","no","no","no","no","no",1970-01-01,"11:37:59"
"1022",38,"male","united states","tn","no","no","no","na","44372","no","yes","no","no","no","no","yes","don't know","maybe","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:38:00"
"1023",38,"male","united states","wa","no","no","no","never","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","maybe","maybe","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:38:00"
"1024",38,"male","united kingdom","na","no","no","no","na","44201","yes","yes","no","no","no","no","yes","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"1025",38,"male","united states","pa","no","yes","yes","sometimes","100-500","yes","no","yes","yes","no","yes","yes","very easy","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:38:00"
"1026",38,"female","united states","or","no","yes","no","sometimes","26-100","yes","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"1027",38,"male","united states","in","no","yes","no","never","more than 1000","no","no","yes","not sure","yes","yes","don't know","don't know","yes","maybe","some of them","no","no","no","no","no",1970-01-01,"11:38:00"
"1028",38,"male","united states","ny","no","yes","yes","rarely","more than 1000","no","no","yes","yes","yes","yes","yes","somewhat easy","yes","no","no","yes","no","yes","don't know","no",1970-01-01,"11:38:01"
"1029",38,"male","united kingdom","na","no","yes","yes","sometimes","44201","no","yes","no","not sure","don't know","don't know","don't know","very easy","no","no","some of them","yes","maybe","yes","don't know","no",1970-01-01,"11:38:03"
"1030",38,"male","canada","na","no","yes","yes","rarely","100-500","no","yes","don't know","not sure","no","don't know","don't know","don't know","no","no","yes","yes","no","maybe","no","no",1970-01-01,"11:38:04"
"1031",38,"male","united states","ny","no","yes","no","na","44372","no","yes","don't know","no","no","no","don't know","somewhat difficult","no","no","some of them","yes","no","no","don't know","yes",1970-01-01,"11:38:16"
"1032",38,"male","united states","ca","no","yes","yes","sometimes","more than 1000","no","no","yes","yes","yes","yes","yes","don't know","maybe","no","some of them","no","no","maybe","no","yes",1970-01-01,"11:38:32"
"1033",38,"male","united states","al","no","yes","yes","sometimes","26-100","yes","yes","yes","no","no","no","don't know","don't know","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:39:19"
"1034",39,"male","canada","na","na","no","no","never","44201","yes","yes","no","yes","no","no","yes","don't know","no","no","no","no","no","no","no","no",1970-01-01,"11:37:58"
"1035",39,"male","united kingdom","na","yes","no","yes","often","44372","no","yes","no","no","no","no","don't know","very difficult","maybe","no","some of them","no","no","maybe","no","yes",1970-01-01,"11:37:58"
"1036",39,"male","united kingdom","na","no","no","no","never","26-100","no","no","no","no","no","no","don't know","don't know","yes","maybe","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"1037",39,"male","united states","ia","no","no","yes","often","more than 1000","no","yes","yes","not sure","no","no","don't know","somewhat easy","no","no","yes","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"1038",39,"male","united states","ca","no","yes","no","often","more than 1000","no","yes","yes","no","no","don't know","don't know","don't know","yes","no","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"1039",39,"female","united kingdom","na","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","no","yes","don't know","don't know","yes","no","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"1040",39,"male","united states","wa","no","no","no","never","26-100","no","yes","yes","yes","yes","yes","yes","very easy","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:58"
"1041",39,"male","united states","wi","no","yes","yes","often","26-100","yes","yes","yes","yes","yes","yes","don't know","somewhat easy","yes","no","some of them","yes","no","no","no","no",1970-01-01,"11:37:58"
"1042",39,"male","united states","or","no","no","yes","sometimes","500-1000","no","yes","yes","not sure","yes","don't know","yes","don't know","yes","maybe","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1043",39,"male","united states","fl","no","no","no","rarely","more than 1000","yes","no","don't know","no","yes","yes","don't know","don't know","no","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1044",39,"female","united states","tx","no","no","no","na","more than 1000","yes","no","no","yes","no","no","don't know","very difficult","yes","maybe","no","no","no","maybe","no","no",1970-01-01,"11:37:59"
"1045",39,"male","united kingdom","na","no","no","yes","sometimes","100-500","no","yes","no","no","no","no","don't know","very easy","no","no","no","some of them","no","yes","yes","no",1970-01-01,"11:37:59"
"1046",39,"male","netherlands","na","yes","no","no","na","44372","no","yes","no","no","yes","no","yes","somewhat easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:59"
"1047",39,"male","united kingdom","na","no","no","yes","sometimes","500-1000","no","no","don't know","no","no","no","don't know","don't know","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"1048",39,"male","canada","na","no","no","yes","sometimes","100-500","no","no","yes","yes","yes","yes","yes","very easy","yes","no","some of them","yes","no","maybe","no","yes",1970-01-01,"11:37:59"
"1049",39,"male","switzerland","na","no","no","yes","never","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","some of them","no","maybe","yes","no",1970-01-01,"11:37:59"
"1050",39,"male","united states","ct","no","no","no","na","26-100","yes","yes","yes","no","no","no","don't know","don't know","yes","maybe","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1051",39,"female","united states","wa","no","no","no","sometimes","26-100","no","yes","don't know","not sure","no","don't know","don't know","don't know","yes","no","no","no","no","yes","don't know","no",1970-01-01,"11:37:59"
"1052",39,"male","united states","fl","no","yes","yes","sometimes","500-1000","no","yes","yes","yes","yes","yes","yes","very difficult","maybe","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"1053",39,"male","united states","ks","no","no","no","na","44201","yes","yes","no","yes","no","no","don't know","very difficult","maybe","maybe","some of them","yes","maybe","maybe","no","no",1970-01-01,"11:37:59"
"1054",39,"male","united states","tn","no","no","no","na","more than 1000","yes","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"1055",39,"male","united states","tn","no","yes","no","sometimes","more than 1000","no","yes","yes","no","yes","yes","don't know","don't know","maybe","maybe","some of them","yes","maybe","maybe","don't know","yes",1970-01-01,"11:37:59"
"1056",39,"male","united states","az","no","yes","yes","often","26-100","no","yes","yes","yes","no","no","yes","don't know","yes","no","some of them","no","no","no","no","no",1970-01-01,"11:38:00"
"1057",39,"female","united kingdom","na","no","yes","no","rarely","500-1000","yes","yes","don't know","not sure","no","no","don't know","somewhat difficult","yes","yes","no","no","no","no","no","yes",1970-01-01,"11:38:00"
"1058",39,"male","united states","mn","no","no","yes","rarely","100-500","yes","yes","yes","yes","no","no","yes","very easy","maybe","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"1059",39,"male","united states","in","no","yes","yes","sometimes","44372","yes","yes","no","yes","no","no","yes","somewhat easy","no","no","some of them","yes","maybe","yes","yes","no",1970-01-01,"11:38:00"
"1060",39,"male","united kingdom","na","yes","yes","yes","sometimes","44201","yes","yes","no","yes","yes","yes","yes","somewhat difficult","no","no","yes","yes","no","maybe","yes","yes",1970-01-01,"11:38:00"
"1061",39,"male","united states","wa","no","yes","yes","sometimes","500-1000","no","yes","yes","yes","no","don't know","yes","very easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:38:00"
"1062",39,"female","united states","oh","no","no","yes","sometimes","44372","yes","yes","no","no","no","no","don't know","don't know","maybe","maybe","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"1063",39,"male","united kingdom","na","no","yes","yes","sometimes","more than 1000","no","no","no","no","no","no","yes","very easy","maybe","maybe","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:38:03"
"1064",39,"male","united states","tn","no","yes","yes","often","26-100","no","no","don't know","not sure","no","no","don't know","somewhat easy","yes","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:38:04"
"1065",40,"female","united states","wi","no","no","yes","sometimes","44201","no","yes","yes","yes","no","no","don't know","don't know","maybe","no","some of them","no","no","maybe","yes","no",1970-01-01,"11:37:58"
"1066",40,"male","united states","ca","no","yes","no","sometimes","more than 1000","yes","yes","yes","yes","yes","yes","don't know","don't know","yes","maybe","some of them","no","no","no","no","yes",1970-01-01,"11:37:58"
"1067",40,"male","united states","tx","no","no","yes","sometimes","26-100","no","yes","no","yes","no","no","yes","very difficult","no","no","yes","yes","yes","yes","no","no",1970-01-01,"11:37:58"
"1068",40,"female","united states","dc","no","no","no","na","26-100","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"1069",40,"male","united states","oh","no","no","yes","sometimes","more than 1000","yes","yes","yes","yes","yes","yes","yes","don't know","yes","maybe","no","no","no","maybe","no","yes",1970-01-01,"11:37:58"
"1070",40,"female","united states","pa","no","yes","yes","rarely","more than 1000","no","no","yes","no","don't know","don't know","don't know","somewhat easy","maybe","maybe","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"1071",40,"female","united states","va","no","yes","no","never","more than 1000","no","yes","yes","yes","yes","don't know","yes","don't know","yes","maybe","no","some of them","no","maybe","yes","no",1970-01-01,"11:37:58"
"1072",40,"male","ireland","na","yes","yes","no","na","more than 1000","no","yes","no","no","no","no","no","don't know","yes","maybe","some of them","no","no","maybe","no","yes",1970-01-01,"11:37:58"
"1073",40,"male","canada","na","no","no","no","never","26-100","no","yes","no","no","no","no","don't know","somewhat difficult","no","no","some of them","some of them","no","no","no","no",1970-01-01,"11:37:58"
"1074",40,"female","united states","ma","no","no","no","never","26-100","no","no","don't know","not sure","no","no","don't know","somewhat easy","maybe","maybe","yes","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1075",40,"male","thailand","na","yes","no","no","never","44372","no","yes","no","no","no","no","yes","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:59"
"1076",40,"female","united states","wa","no","yes","yes","sometimes","100-500","no","no","yes","yes","yes","yes","yes","don't know","maybe","no","some of them","yes","no","no","don't know","yes",1970-01-01,"11:37:59"
"1077",40,"female","united states","wa","no","yes","yes","sometimes","100-500","no","no","yes","not sure","yes","don't know","don't know","don't know","yes","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1078",40,"male","united states","mi","yes","no","no","sometimes","44201","yes","yes","don't know","not sure","no","no","don't know","somewhat easy","yes","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1079",40,"male","united states","ca","no","no","no","never","100-500","no","yes","yes","not sure","no","don't know","don't know","don't know","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1080",40,"male","united states","tn","yes","yes","yes","sometimes","44201","yes","yes","no","yes","no","no","yes","very easy","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:59"
"1081",40,"male","united states","il","no","no","no","rarely","more than 1000","no","yes","yes","yes","yes","yes","yes","don't know","no","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1082",40,"male","united states","tn","no","yes","yes","often","500-1000","yes","yes","don't know","not sure","no","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","yes","don't know","no",1970-01-01,"11:37:59"
"1083",40,"male","united states","wa","no","yes","yes","sometimes","more than 1000","yes","yes","yes","yes","yes","yes","yes","very difficult","yes","no","some of them","some of them","no","maybe","don't know","yes",1970-01-01,"11:37:59"
"1084",40,"male","united states","wa","no","yes","yes","sometimes","44372","no","yes","yes","yes","don't know","don't know","yes","very easy","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:38:00"
"1085",40,"male","united states","in","no","yes","yes","rarely","44372","no","yes","don't know","not sure","no","don't know","don't know","don't know","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1086",40,"male","united states","me","no","yes","yes","sometimes","44201","yes","yes","no","no","no","no","don't know","don't know","maybe","maybe","some of them","yes","no","maybe","no","no",1970-01-01,"11:38:00"
"1087",40,"male","united states","tn","no","no","no","na","more than 1000","no","no","yes","yes","yes","yes","yes","don't know","maybe","no","no","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"1088",40,"female","united states","ga","no","yes","no","never","100-500","yes","yes","yes","yes","yes","no","don't know","don't know","yes","yes","no","no","no","no","don't know","no",1970-01-01,"11:38:00"
"1089",40,"male","united states","nc","no","yes","no","sometimes","more than 1000","yes","no","yes","not sure","yes","don't know","don't know","don't know","yes","maybe","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"1090",40,"male","united states","wi","no","yes","yes","sometimes","more than 1000","yes","yes","yes","yes","no","yes","don't know","don't know","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1091",40,"male","united states","wa","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","yes","don't know","yes","yes","no","no","no","maybe","no","yes",1970-01-01,"11:38:00"
"1092",40,"male","united states","wa","no","yes","yes","sometimes","more than 1000","no","yes","yes","not sure","yes","don't know","don't know","somewhat difficult","maybe","no","some of them","some of them","no","maybe","don't know","yes",1970-01-01,"11:38:00"
"1093",40,"male","united states","wa","no","no","no","na","more than 1000","no","no","yes","not sure","don't know","don't know","don't know","somewhat easy","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:38:01"
"1094",40,"male","united kingdom","na","no","no","yes","never","100-500","no","yes","don't know","not sure","no","don't know","don't know","very easy","maybe","no","yes","some of them","no","maybe","don't know","no",1970-01-01,"11:38:01"
"1095",40,"female","united states","mn","no","yes","yes","sometimes","26-100","no","yes","yes","yes","no","yes","yes","somewhat easy","no","no","yes","yes","no","maybe","yes","yes",1970-01-01,"11:38:14"
"1096",40,"male","china","na","yes","no","no","sometimes","44201","yes","yes","no","yes","no","no","don't know","somewhat easy","no","no","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:38:28"
"1097",40,"male","united states","al","no","yes","yes","sometimes","44372","no","yes","yes","yes","no","no","yes","don't know","maybe","no","some of them","no","no","no","yes","no",1970-01-01,"11:39:48"
"1098",41,"male","united states","ia","no","no","yes","never","more than 1000","no","no","don't know","no","no","don't know","don't know","don't know","maybe","no","no","no","no","yes","don't know","no",1970-01-01,"11:37:58"
"1099",41,"male","united states","fl","no","no","yes","often","44372","yes","yes","no","not sure","no","no","don't know","very difficult","maybe","maybe","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1100",41,"male","united states","va","no","no","no","na","26-100","no","yes","yes","not sure","no","no","don't know","very easy","yes","no","no","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"1101",41,"male","united states","tx","no","no","yes","rarely","500-1000","yes","yes","yes","yes","no","don't know","don't know","don't know","maybe","maybe","some of them","no","maybe","maybe","no","no",1970-01-01,"11:37:58"
"1102",41,"male","united states","al","no","no","yes","sometimes","26-100","yes","yes","yes","yes","don't know","no","don't know","very easy","no","no","yes","yes","yes","yes","yes","no",1970-01-01,"11:37:58"
"1103",41,"male","united states","sd","no","yes","yes","rarely","100-500","yes","yes","yes","yes","don't know","yes","yes","somewhat easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"1104",41,"male","united states","wa","no","yes","yes","often","more than 1000","no","yes","yes","no","yes","yes","don't know","somewhat difficult","maybe","no","yes","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"1105",41,"male","canada","na","no","no","yes","never","500-1000","no","yes","yes","not sure","no","don't know","don't know","somewhat easy","no","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"1106",41,"male","united states","pa","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","yes","don't know","maybe","no","some of them","yes","maybe","yes","yes","yes",1970-01-01,"11:37:58"
"1107",41,"female","united states","na","no","yes","yes","rarely","500-1000","yes","yes","yes","yes","yes","yes","yes","very easy","maybe","maybe","some of them","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"1108",41,"male","united states","ca","no","yes","yes","often","more than 1000","no","yes","yes","no","no","no","don't know","don't know","maybe","maybe","some of them","some of them","no","no","don't know","yes",1970-01-01,"11:37:58"
"1109",41,"male","united states","tn","no","yes","yes","sometimes","more than 1000","no","yes","yes","not sure","yes","yes","don't know","don't know","maybe","no","some of them","some of them","no","no","no","no",1970-01-01,"11:37:58"
"1110",41,"male","united states","tx","no","yes","no","sometimes","more than 1000","no","yes","yes","yes","no","yes","don't know","don't know","maybe","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:37:59"
"1111",41,"male","united kingdom","na","no","no","no","na","26-100","no","no","yes","yes","yes","yes","yes","don't know","maybe","maybe","some of them","some of them","no","yes","no","yes",1970-01-01,"11:37:59"
"1112",41,"male","united states","dc","no","yes","no","never","500-1000","yes","no","don't know","no","no","no","don't know","don't know","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1113",41,"male","united states","il","yes","no","yes","often","44201","yes","no","no","yes","yes","yes","yes","very difficult","no","no","some of them","some of them","no","no","yes","yes",1970-01-01,"11:38:00"
"1114",41,"male","united states","il","no","no","no","rarely","more than 1000","no","yes","yes","yes","yes","yes","don't know","don't know","maybe","maybe","some of them","no","no","no","yes","yes",1970-01-01,"11:38:00"
"1115",41,"male","germany","na","no","no","yes","sometimes","more than 1000","no","yes","don't know","no","no","no","don't know","somewhat difficult","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:38:00"
"1116",41,"male","united kingdom","na","no","yes","no","na","44372","no","yes","no","no","no","no","don't know","somewhat difficult","maybe","maybe","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:38:03"
"1117",42,"female","united states","il","na","yes","yes","sometimes","100-500","no","yes","yes","yes","no","no","no","very difficult","maybe","no","yes","yes","no","maybe","no","no",1970-01-01,"11:37:58"
"1118",42,"female","united states","ca","na","yes","yes","sometimes","26-100","no","no","yes","yes","no","no","don't know","somewhat difficult","yes","yes","yes","yes","maybe","maybe","no","yes",1970-01-01,"11:37:58"
"1119",42,"male","united states","wa","no","yes","yes","sometimes","26-100","yes","yes","yes","yes","yes","yes","yes","very easy","maybe","no","some of them","some of them","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"1120",42,"male","united states","ca","no","no","no","na","44372","no","yes","no","yes","no","no","don't know","very difficult","maybe","no","yes","yes","no","maybe","no","no",1970-01-01,"11:37:58"
"1121",42,"male","united states","wa","no","no","no","never","44372","yes","yes","no","yes","no","yes","don't know","somewhat easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"1122",42,"male","new zealand","na","no","no","no","never","500-1000","no","yes","don't know","not sure","no","no","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1123",42,"female","netherlands","na","no","no","yes","rarely","100-500","yes","yes","yes","yes","no","no","yes","don't know","yes","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1124",42,"male","united states","ks","no","no","no","never","100-500","no","no","yes","no","yes","no","don't know","very difficult","maybe","no","yes","yes","maybe","yes","no","no",1970-01-01,"11:37:58"
"1125",42,"male","united states","ca","no","no","yes","often","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","maybe","maybe","yes","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1126",42,"male","united states","wi","yes","no","no","rarely","44372","yes","no","no","yes","no","no","don't know","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"1127",42,"male","germany","na","no","no","no","na","more than 1000","yes","yes","don't know","not sure","yes","yes","yes","very easy","no","no","some of them","no","no","maybe","yes","no",1970-01-01,"11:37:59"
"1128",42,"male","united states","wi","no","no","yes","sometimes","44201","yes","yes","no","yes","no","no","don't know","somewhat easy","maybe","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1129",42,"male","united states","va","yes","yes","no","sometimes","44372","yes","no","yes","not sure","don't know","yes","don't know","don't know","maybe","maybe","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1130",42,"male","new zealand","na","no","no","yes","sometimes","more than 1000","no","no","no","yes","don't know","no","yes","somewhat difficult","yes","maybe","some of them","some of them","no","yes","no","yes",1970-01-01,"11:37:59"
"1131",42,"male","united states","tx","no","no","yes","often","44372","no","yes","don't know","no","no","don't know","don't know","don't know","yes","maybe","no","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1132",42,"male","united states","in","no","yes","yes","sometimes","44372","yes","yes","don't know","no","no","don't know","don't know","don't know","maybe","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1133",42,"male","united states","ca","no","yes","yes","sometimes","44372","yes","yes","don't know","no","no","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:38:00"
"1134",42,"male","united states","tn","no","no","no","rarely","more than 1000","no","no","don't know","no","no","don't know","don't know","don't know","maybe","no","some of them","no","no","maybe","no","no",1970-01-01,"11:38:00"
"1135",42,"female","united states","wa","no","yes","yes","sometimes","26-100","no","no","yes","yes","no","no","don't know","don't know","yes","no","some of them","some of them","no","yes","no","no",1970-01-01,"11:38:02"
"1136",43,"male","united states","wa","no","yes","yes","often","more than 1000","yes","yes","yes","not sure","no","don't know","don't know","very difficult","yes","maybe","no","no","no","no","no","no",1970-01-01,"11:37:58"
"1137",43,"male","canada","na","yes","no","no","na","44372","yes","yes","no","not sure","no","no","don't know","somewhat easy","maybe","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:58"
"1138",43,"male","united states","ma","yes","yes","yes","often","44372","yes","yes","yes","yes","no","no","yes","very easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"1139",43,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","yes","maybe","no","no","no","yes","don't know","no",1970-01-01,"11:37:58"
"1140",43,"male","germany","na","no","no","yes","sometimes","26-100","no","no","no","yes","don't know","no","don't know","somewhat easy","maybe","no","some of them","some of them","no","yes","no","yes",1970-01-01,"11:37:58"
"1141",43,"male","united states","nc","no","no","no","na","44372","yes","yes","don't know","no","no","don't know","don't know","don't know","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"1142",43,"male","united states","oh","no","no","yes","sometimes","44372","no","yes","no","yes","no","no","don't know","somewhat easy","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1143",43,"male","united states","wa","no","no","no","na","500-1000","yes","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:58"
"1144",43,"male","france","na","no","no","no","na","100-500","no","yes","don't know","no","no","no","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"1145",43,"male","united states","tn","no","yes","yes","sometimes","26-100","no","no","yes","not sure","no","yes","don't know","somewhat easy","yes","no","no","no","no","no","no","no",1970-01-01,"11:37:59"
"1146",43,"male","croatia","na","yes","no","yes","sometimes","44201","yes","yes","no","no","no","no","yes","very difficult","yes","no","yes","no","no","maybe","no","yes",1970-01-01,"11:37:59"
"1147",43,"male","united states","ny","no","no","no","na","more than 1000","no","no","yes","yes","don't know","yes","yes","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1148",43,"male","united states","va","no","no","no","sometimes","44372","yes","yes","don't know","no","no","don't know","don't know","don't know","maybe","no","no","no","no","maybe","no","no",1970-01-01,"11:37:59"
"1149",43,"male","united kingdom","na","no","no","yes","never","26-100","no","yes","don't know","no","no","don't know","don't know","don't know","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:59"
"1150",43,"male","united states","ma","no","no","no","na","more than 1000","no","yes","yes","no","yes","yes","don't know","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1151",43,"male","united kingdom","na","no","yes","no","na","more than 1000","no","no","don't know","no","no","no","don't know","very easy","maybe","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1152",43,"male","united states","ga","no","no","yes","sometimes","more than 1000","no","no","don't know","no","no","don't know","don't know","very difficult","maybe","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"1153",43,"male","mexico","na","yes","no","no","na","more than 1000","yes","yes","don't know","no","no","don't know","don't know","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"1154",43,"male","united kingdom","na","no","yes","yes","rarely","26-100","no","yes","no","no","no","no","don't know","very difficult","yes","yes","some of them","no","no","no","no","yes",1970-01-01,"11:37:59"
"1155",43,"male","united states","na","no","yes","no","sometimes","500-1000","no","no","yes","not sure","no","don't know","don't know","don't know","maybe","no","no","some of them","no","maybe","no","no",1970-01-01,"11:37:59"
"1156",43,"male","united states","wa","no","no","yes","sometimes","100-500","yes","yes","yes","yes","no","yes","yes","very difficult","yes","maybe","some of them","no","no","maybe","no","yes",1970-01-01,"11:37:59"
"1157",43,"male","united states","wa","no","no","yes","rarely","more than 1000","no","yes","yes","yes","yes","yes","don't know","somewhat easy","no","no","yes","yes","maybe","yes","yes","no",1970-01-01,"11:38:00"
"1158",43,"male","united states","mi","no","no","no","sometimes","more than 1000","yes","yes","no","not sure","no","no","don't know","very difficult","yes","maybe","no","no","no","maybe","no","yes",1970-01-01,"11:38:00"
"1159",43,"male","united states","oh","no","no","no","sometimes","more than 1000","yes","yes","yes","not sure","no","yes","don't know","don't know","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:38:00"
"1160",43,"male","united states","va","yes","yes","yes","sometimes","44201","yes","yes","yes","not sure","no","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:38:00"
